aircraft_id,label_id,ff1_seq,len_seq_ff1
N08390_HB-JXO,1558326460000_N08390_HB-JXO,"[542.8458212536083, 672.1732031917526, 732.5883751859504, 595.9459455863539, 736.0062468966942, 737.7618876859505, 678.322589529897, 7623.9198474173545, 6503.831249503198, 6974.174201600001, 6416.740527989669, 4579.0, 5114.172792711341, 5382.0735562393165, 5055.082468896694, 4627.291063103306, 4223.825689378099, 3816.579448041237, 2794.4422408571427, 2185.4400447107437, 2202.0819397649484, 2205.0, 2189.0624872314047, 2117.665830720682, 2155.499036822314, 2200.7934836859504, 2117.0458236567165, 2175.358637252066, 2189.098735639175, 2181.235692701031, 2127.665463886364, 2137.6511521791044, 2190.8958298969073, 2205.2468478512396, 2071.0171241044777, 2152.0, 1633.5025637066115, 558.1037234639175, 585.4990125268595, 643.5832134626864, 735.0433338865979, 850.2844982727272, 965.5067816012397, 1588.054177686598, 1614.4882469508548, 1684.5278192820513, 777.0, 963.7235939876034, 648.4750569195877, 630.4420198208956, 869.7583247293388, 1881.4407536577319, 945.0828008208955, 1585.1954767603304, 1949.0264821577825, 784.0193878553719, 749.932628498969, 0.0, 0.0, 0.0]",60
N08344_G-EZRY,1553603900000_N08344_G-EZRY,"[652.2868370247934, 735.2278040909091, 860.268895884536, 1208.0578705289258, 7390.032079711363, 6546.000000000001, 6056.89349107438, 5293.314710672165, 4765.487535900826, 4102.015558045361, 3786.644487793388, 3495.989485599174, 3247.1252200495865, 2286.763040677686, 2198.338743447423, 2173.908913364, 2547.470376119403, 2813.8668100810237, 2620.2812951505157, 2100.3305489649483, 3035.8826068876906, 2646.6610882231407, 2140.0564951340207, 2217.7466271859503, 2452.8070161484534, 2460.298557458422, 2641.0764623931623, 2760.875617352577, 2396.8834412066117, 2530.9117812727272, 2456.0, 2594.2242694903716, 2595.261300915464, 2560.5112306157025, 2516.235430553719, 2520.7940509402065, 2581.0, 2517.9945040967277, 2458.9310056119402, 2546.921900729897, 2475.465040561983, 2456.54978628866, 2452.9711030703625, 1443.5265916923076, 1737.5658907974414, 399.27234021900824, 588.2556312989691, 1827.2567831446281, 1564.319969432836, 1542.0162485154638, 1523.7575431570247, 1850.5979332371135, 2632.770820859504, 2016.8970948494846, 1221.145072712, 1131.764504773504, 970.1831387633263, 1610.7235812603308, 757.6699005041323, 0.0]",60
N08358_G-EZRZ,1553956360000_N08358_G-EZRZ,"[789.1727469616204, 1176.105467768595, 7074.830527319587, 5798.357943917526, 4740.964680578512, 4250.398902272727, 3739.0, 3214.72812371134, 2648.2634339175256, 2624.753159090909, 2656.8347224690083, 2642.613865458422, 2657.9615111053718, 2579.2717371900826, 2547.5123646391753, 2438.4900807216495, 2571.640480165289, 2572.0345117270786, 2440.6407195629, 2531.47441714876, 2576.6492579545456, 2517.0, 2538.2674107142857, 2518.0, 2452.085148298969, 2674.9417414432987, 2491.0, 2513.9560735607674, 2695.3718289445633, 2562.709465909091, 2452.3738444214873, 2456.5691184917355, 2499.048606958763, 2377.1666969072166, 2441.9081541577825, 2471.1644503205125, 2574.2713059400826, 2519.831276859504, 2454.518404752066, 2432.669017697228, 2520.312152878465, 2466.5482202479343, 2486.0, 2488.177201443299, 2531.247055681818, 2547.5096578512394, 2244.8538114072494, 2378.270190599174, 2404.1209347107438, 2318.9414696907215, 2527.357583987603, 2525.626249173554, 2480.0080667525776, 366.63198102345416, 505.228740857438, 777.9191936983472, 655.9848445247934, 1025.5624948453608, 2202.6986954123713, 791.0]",60
N08358_G-EZRZ,1554060310000_N08358_G-EZRZ,"[889.5378077396695, 663.3801234318182, 751.5673151322314, 752.0389374070247, 741.3327522777778, 739.2845003367769, 736.3151761367521, 1232.2405061322315, 678.1999522680413, 7390.12720275, 6793.965053970149, 7123.978784342268, 6824.679492038379, 3467.533843130165, 6248.479217504273, 6251.337372219008, 5855.540185411513, 5433.801386136363, 4878.0468709168445, 2407.4123952144328, 2415.5342047121535, 2448.4333572577316, 2831.2510176375267, 2563.1794544639174, 2559.7140958401023, 2728.1682661136365, 2576.9875025415777, 2619.8429888618557, 2683.963764861407, 2618.0696556226803, 2521.0, 2657.4064339546394, 2650.6473753475484, 2534.0733442783503, 2557.59237438806, 2620.0915291486162, 2520.830868388889, 1874.8212802479338, 769.1857236363636, 869.2229557045455, 1297.8186348358208, 1038.1067370743801, 1259.3470837441364, 759.6001058762886, 814.1785564477613, 946.3402592391752, 686.015811768595, 675.7413232190082, 620.6108332264957, 635.1840816570248, 1622.7919192649572, 1327.5436463801652, 2661.285998735043, 936.7981700619835, 964.9669503113007, 2344.215352710744, 2352.5454601066094, 2365.9512682768595, 761.272926923077, 744.0]",60
N08358_G-EZRZ,1554108865000_N08358_G-EZRZ,"[659.410299958763, 732.0000000000001, 734.9421044768212, 6733.148028914529, 6544.647905316821, 5845.297472789256, 5017.855617341719, 4442.991395942268, 4056.9370024107325, 3717.7473583717947, 3298.235700661157, 3028.678846884298, 2632.7570179793815, 2441.7323782692306, 2544.2026312727276, 2493.450831498952, 2451.402053492537, 2389.8329932789256, 2557.9327780453605, 2440.5480262980063, 2437.5515034297523, 2561.5312453181814, 2446.3519152494846, 2372.834907173554, 2501.453547837953, 2464.043038285124, 2463.850007240618, 2423.6527763340205, 2397.886499278069, 2347.0316606666665, 2458.2630494117648, 2447.9645605991736, 2470.361791324239, 2289.526525450413, 2509.006895529412, 2426.3866146900828, 2574.3542103505156, 2431.768170434968, 2465.9703651239665, 2413.5190639829425, 2422.244611062802, 2476.3411926859503, 2394.6859434882726, 2360.8097532206184, 2004.2194766020618, 2531.3646989669423, 2377.7560011216497, 2492.9609085082643, 2497.027667694845, 1568.3027487438017, 1579.1168447933883, 1670.5542561608247, 1737.6426601023454, 782.615480677686, 792.7490925525774, 734.7726986993603, 819.6466742727273, 2178.3296598801653, 924.301851414433, 2378.978928252066]",60
N08358_G-EZRZ,1554825155000_N08358_G-EZRZ,"[670.2322328333333, 735.772730755418, 6903.225094756098, 6329.553642214876, 5293.50816583471, 4508.519956723141, 3968.0495394850427, 3445.1160334710744, 2444.853053634615, 2476.8067601456955, 2514.8883425275935, 2396.2119693690724, 2397.005219948347, 2496.009837128099, 2359.889260328512, 2295.395733998203, 2461.533301873967, 2727.1451326391752, 2314.0702782388057, 3079.0498385123965, 2387.914224617769, 3121.455011192308, 2881.016773639175, 2536.0533956694217, 2425.1760090185567, 2416.6585020671564, 2457.251553533058, 2514.7412581818185, 2593.8486739773193, 2403.423195787367, 2394.61022636701, 2386.0, 2501.5282537846483, 2428.201715020661, 2554.552469621901, 2277.426425270103, 2458.144643750533, 2358.0689500412373, 2324.0023977863248, 2323.6549701570248, 2324.133632140496, 2434.5479956618556, 2438.252364927686, 2453.6591287092783, 2096.3536668987604, 2427.4357404179104, 2375.7276246226807, 2542.2701991471217, 2498.613336608247, 2482.2877887851237, 2345.557548366738, 2384.781611843299, 361.99354164459163, 1133.4781481525774, 627.2642405268596, 1368.23334291134, 695.6625168969073, 1406.2782523711342, 2050.6023425723142, 455.42973039669425]",60
N08358_G-EZRZ,1557684250000_N08358_G-EZRZ,"[681.5751108099174, 761.0322128966942, 1271.797324694215, 1043.4431360255862, 1160.7473562886598, 719.0, 782.991557107438, 669.4524412878465, 7153.345732636364, 6871.399553884297, 7256.6992992, 6865.399085562886, 6680.903600214877, 6325.964127888429, 6298.562508701031, 5988.421455549586, 5711.0, 5415.868464325773, 5180.128958567164, 4827.369064772727, 4590.938813552239, 4331.64254083299, 2597.6795015213675, 2543.380714495868, 2484.46392238806, 2453.4626307768594, 2489.0589992066116, 2465.8063656859504, 2426.7826703257733, 2419.8941144536084, 2388.5795999008265, 2416.9243932066115, 2464.560199975258, 2433.3886541322313, 400.4803063247864, 420.58905032164944, 516.0188233091685, 608.0, 675.0, 809.7668485773196, 754.0, 692.0413441818182, 2267.352002183369, 1993.024324966942, 698.3433478464818, 726.8091920288659, 1186.7386564264393, 770.7516901611571, 643.9675957270788, 905.0105017561983, 891.0107290063966, 2012.380551429752, 959.9139713418804, 1579.6842903711338, 2301.679978251599, 733.8547330247934, 768.7298071897654, 765.6848759134022, 738.0381406153847, 741.9428170454545]",60
N08381_G-EZGX,1555275805000_N08381_G-EZGX,"[919.9652402938091, 705.8238854209401, 785.2078362355371, 757.3708145456453, 757.0, 753.1377135320088, 751.9462375789474, 755.0259716282051, 753.4436203796909, 758.9643928932926, 1095.680143677686, 690.8486897152318, 7513.816981504133, 7213.236798385567, 7217.3776695789475, 7271.353834647435, 6973.116484247934, 6702.740945823029, 6390.999999999999, 6380.632955683761, 5459.101819504644, 2714.532691756701, 2654.866387933884, 2262.668293617131, 2723.3592643305783, 906.6372415245203, 891.362471053719, 880.2197503628865, 921.1039679232409, 749.0, 724.2648681198348, 1177.3503137958762, 1339.001948650577, 1632.6050248976546, 1658.7104756291392, 695.3651892371134, 654.0973049552238, 1469.945696798531, 830.8179763429753, 1261.4872340907216, 944.0, 926.7641911649484, 938.2597589586777, 943.7807420314796, 2040.8453456907216, 2083.213310360825, 2594.633129049318, 983.7336643816632, 761.3837618969072, 774.4830269989508, 748.0615988272922, 1351.6928603907286, 763.0557133003097, 630.5897592082474, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",60
N08381_G-EZGX,1559801145000_N08381_G-EZGX,"[799.4306189876033, 822.7605265289255, 1217.4528581192053, 790.0, 793.7935808471075, 772.4350467107438, 770.3425291051547, 766.6131499958763, 771.8768181410256, 766.3264534822335, 767.2295204206187, 1225.2319282061856, 7140.296533777778, 6831.528969520661, 2945.245231958763, 7027.373821052846, 6513.235172154526, 6291.446256699361, 5692.765883484264, 4515.640809083156, 4968.61449207438, 2971.7393949918696, 2442.1552929139075, 2468.4831699834713, 2365.4108381218275, 2394.7066502004263, 2392.0247807066116, 2496.1992319711044, 2622.2210420682304, 2057.0167401652893, 928.4131821605691, 943.8763524768212, 845.0, 780.796642728934, 1023.664802729211, 748.0335994969072, 749.7429210381838, 669.2492627284769, 632.7570329008264, 571.889360123967, 1980.5608248955223, 2328.510231670103, 2269.757110325203, 3339.8824483333337, 1541.703516590909, 1647.7812712727273, 2164.5818822428255, 762.6647512905982, 790.1613209443299, 748.0, 1030.587654768595, 743.385303752322, 912.2170114487179, 745.8486951641792, 751.0, 812.9443761239669, 772.2107979958678, 754.2769525113403, 491.4174098678038, 773.9998861983471]",60
N08385_G-EZGY,1558892600000_N08385_G-EZGY,"[685.3327223140495, 771.3525147933884, 1200.3588363636363, 746.8199350826446, 7887.607863027719, 7392.703027216495, 6667.82096, 6322.421576716419, 5631.710809292836, 5209.432812659794, 4832.805662680413, 4468.739677272728, 4232.72520991453, 3868.414850556701, 3559.2776127272728, 2636.731375, 2279.5754485773195, 2406.525838294243, 2423.260954049587, 2362.050451528926, 2319.5212210743803, 2371.8300683471075, 2356.1573902564105, 2329.6745561834655, 2337.3608193798796, 2325.8398959488272, 2348.691676694215, 2271.7335684297523, 2301.0957924793393, 2284.007419958763, 2338.5772597014925, 2359.431371859504, 2348.1721660206185, 2346.069939128217, 2287.162630959488, 2276.236755257732, 2347.4579783917525, 2300.8025755785125, 1819.3290958677687, 1319.1218822680412, 1817.1815550515464, 2277.740957603306, 572.0031430277186, 660.5170632231404, 758.9250620661157, 865.7921695095949, 810.0057357525773, 763.9206009504132, 742.3441232989691, 668.68328725535, 650.7993256198347, 2234.263110867769, 2502.124382089552, 984.90504, 2367.135201814433, 979.2617084536082, 1062.454909305056, 761.3284918123667, 0.0, 0.0]",60
N08390_HB-JXO,1555757865000_N08390_HB-JXO,"[680.0130899086295, 770.8139240928792, 783.5722605284552, 748.5177752391753, 817.177966585567, 7305.283178636364, 7021.101594145696, 6649.322445795154, 6181.620968349681, 5551.212689673289, 5103.250260000001, 4674.889894260128, 4357.851224560706, 4089.5141949744134, 3867.735292016529, 3586.6282142045457, 2349.778105833333, 2366.0238966033057, 2528.627841636364, 2515.667961807851, 2527.200253773196, 2464.2775788553718, 2578.2631509917355, 3326.043507247934, 3088.8613396410256, 2316.0992660807974, 2198.1066528099173, 2293.8616492193073, 2224.0, 2262.6950684459603, 2302.90996625, 2259.7986126140727, 2303.453852423841, 2184.244418694845, 2246.4605443140495, 1549.9045769829424, 2426.8891957402066, 1497.1344832857142, 1543.7000973938148, 1704.5219200867768, 1517.733413859275, 1207.7910599505153, 1412.603698217484, 1577.9432550469082, 1560.9729850639173, 1762.6838007356077, 1871.1734865896906, 1563.8169184179105, 1618.4985892885625, 848.0893006687306, 764.0712617948718, 715.3849878657026, 651.1655340469083, 1503.7474965074628, 976.2106011958763, 1947.8655417252066, 827.7739479421487, 743.4366272804124, 0.0, 0.0]",60
N08390_HB-JXO,1555862975000_N08390_HB-JXO,"[695.8296138556701, 772.9613528784648, 688.5863164536083, 820.4297166322314, 766.5194714049587, 7911.0, 6788.385845454546, 6856.661097851239, 6434.0, 5942.460031663113, 5443.693443216494, 5084.0, 4713.0967467377395, 4241.001581089743, 2498.88214214876, 2389.3082767768597, 2396.6168147435897, 2341.24480607438, 2310.9147187628864, 2349.4396263505155, 2381.7646970575693, 2322.0, 2288.976738181818, 2319.7072609710744, 2247.7929467948716, 2318.924473842975, 2317.3118553719005, 2276.272217814433, 2295.9297925799574, 2204.8943162474225, 2172.0, 2238.495282089552, 2275.0943705128207, 2239.7532324793387, 2316.504822892562, 2330.1212847008546, 2355.8351333333335, 942.2876722061856, 823.3415493608247, 565.4641308247423, 604.7743853731344, 718.834995670103, 828.4905220661157, 777.1010408264463, 735.4015205555555, 1652.0422662190083, 711.9756925619835, 1327.9679040618557, 1174.6685733049042, 968.4376453814432, 1233.1753797113402, 960.6773295454545, 2013.3234156837607, 782.2185900413223, 743.0, 755.5150238842975, 753.6975621900826, 745.7375902886597, 0.0, 0.0]",60
N08390_HB-JXO,1558780930000_N08390_HB-JXO,"[852.204221785124, 777.8691329637527, 783.8814773113402, 966.7042156694215, 573.6155508099173, 7509.429688595041, 7069.000675702479, 6399.783879641791, 5986.430967778251, 5408.45083768595, 4964.950884684536, 4561.482980165289, 4272.64125861157, 4042.1383458309274, 3565.8923580042647, 3354.789545074627, 3199.4788092371136, 2474.9461108123714, 2377.534457090909, 2290.0, 2465.3509994710744, 2449.5120579957356, 2389.722360132231, 2197.164170181818, 2381.9238770578513, 2556.7902741157027, 2395.0453163636366, 2363.4547064615385, 2305.1892700383796, 2220.0, 2281.284048461856, 2300.4065388865984, 2286.044903402985, 2327.1317427036247, 2438.9195408164946, 2382.6284007933887, 1313.275126446281, 1282.0438530639176, 2773.8315956033057, 2316.8566274380164, 2245.668276915464, 1458.4382624793388, 1908.6410961983472, 1567.1012900298506, 423.59932351340206, 629.9312567272727, 575.0128438762886, 872.0, 1041.3305755906183, 795.6303002975206, 747.8395537851239, 713.9480747107439, 1087.8019159744135, 764.6115864562898, 969.3366065454545, 1489.596326597938, 975.458594214876, 1119.2287736631129, 0.0, 0.0]",60
N08390_HB-JXO,1559111245000_N08390_HB-JXO,"[697.787166445916, 1163.1581214430894, 695.2719587809918, 810.5897717439293, 679.4993221319797, 6875.145674639176, 6703.622465231789, 6374.847968902439, 5593.636975619835, 5071.738799337749, 4513.561489583333, 4162.733552061855, 3834.0, 3426.2610835227274, 2132.0232602134147, 2265.580648966942, 2188.252692307692, 2116.060191725888, 2152.3158617525773, 2115.2057286247336, 2258.6892667682923, 2283.065063016529, 2154.1230803532007, 3188.3635634400407, 2116.6071006185566, 2157.0, 2219.6406641260164, 2167.8553875, 2199.7592116997794, 2135.502393426396, 2162.0245992783503, 2137.3676539735097, 2132.1770471544714, 2156.179967537313, 2117.0, 2222.995925670103, 2159.0, 2078.5282377582644, 2145.521765909091, 2107.0, 2101.3949402985077, 1765.4183702025587, 2078.0, 1611.9377283505153, 1306.5323066225167, 1030.776184004128, 404.0, 618.0, 1454.7940016494845, 923.8287437628867, 759.4794685430463, 703.5754718491735, 647.2585709349594, 1899.9463935430465, 971.4161697938143, 1314.8486283502539, 770.0037419354838, 746.0524006198347, 0.0, 0.0]",60
N08390_HB-JXO,1559152770000_N08390_HB-JXO,"[868.825563386752, 688.797123268595, 787.362331161157, 833.2030059701492, 7670.27491854433, 6540.041478041237, 5814.486688198295, 5110.4108742148765, 4566.642986977273, 4166.186415975207, 3821.9624337633263, 3410.0733027628867, 2991.985479363248, 2336.114925834711, 2371.4192036783506, 2470.6117489072167, 2238.0, 2447.7605834132232, 2374.674915221074, 2383.1345196752136, 2384.2307499483472, 2340.354522070103, 2327.617141571429, 2238.7794061938143, 2357.5031495906182, 2400.847486041237, 2298.4276339380167, 2351.318420478632, 2293.3416427582642, 2381.5338259917353, 2245.7501875, 2393.6897643051543, 1780.998777260128, 2361.0, 2384.746136366738, 2386.026448, 2336.094928863636, 2339.53120403719, 2391.082067068182, 2308.9713584188034, 2413.7952108161157, 2329.221279577825, 2444.3581740929753, 2312.6861536329898, 2399.9077555938143, 2639.754618597938, 2297.737676799574, 2287.664236041322, 406.19894899573563, 933.3660833636363, 597.1803526549587, 707.2231519669422, 807.0000000000001, 754.5087346780384, 1818.2413022432988, 1359.8866078350513, 920.0597237360824, 2137.5636850813007, 914.0699943648374, 0.0]",60
N08344_G-EZRY,1553082870000_N08344_G-EZRY,"[775.0282651652892, 763.7912528041237, 1048.4590357113402, 773.7476496288659, 776.1164381023256, 7407.20492286598, 6931.638173333334, 5816.038979649485, 5214.00121446281, 4586.484948263889, 4101.075284958678, 3808.098503311966, 3553.6723864102564, 3359.0571036157025, 3058.2925686597937, 2634.1476232644627, 2343.0, 2537.730526602564, 2440.0576368443494, 2571.0, 2430.0134073347544, 2257.6802209917355, 2354.7512853608246, 2422.460071484536, 2603.8742185950414, 2371.197948243802, 2495.140042556701, 2354.05056869936, 2468.878898597938, 2511.700782915444, 2332.521746098081, 2404.429795, 2340.5888354639173, 2397.034823429752, 2245.6026575692963, 2573.4302956818183, 2291.125865826446, 1696.6376267355372, 2319.248908842975, 2371.8561407216494, 2314.9071170247935, 1467.7158150413225, 1824.6879711111112, 1713.3888423760332, 2222.0017820247936, 1322.5259666804125, 2567.814219401709, 1516.2907611157025, 2009.0117285950414, 2843.7351890721648, 2662.1886997014926, 1405.4903610927834, 1370.5274065979381, 2127.141904226804, 1710.6346948453609, 1934.0305248553718, 665.5748417484008, 898.5998881193182, 2175.242712307425, 1151.0978063126254]",60
N08344_G-EZRY,1554479635000_N08344_G-EZRY,"[665.4754717355372, 776.8905948541448, 750.1957039338843, 7572.6426445077395, 6936.953472604408, 6242.042558926729, 5509.295033351522, 4661.99905077686, 3882.0, 3840.3242789752067, 3890.1034659602647, 3684.2784377313433, 1818.576934, 3482.5133412561986, 2666.766812821192, 3077.074455607676, 1803.8841331567328, 2361.1894060826444, 2547.847549360825, 2416.580293641237, 2661.3350485950414, 2386.844639044776, 2642.1084232727276, 2587.0, 2451.1949619463917, 2507.601841157025, 2446.0211554969073, 2470.8664111735534, 2390.195029971134, 2473.0343746639173, 2576.8589322314047, 2496.381915645361, 2419.1154959835053, 1787.6560459504133, 2400.473555134021, 2394.0438454432992, 2302.937121296375, 2277.7608408264464, 2354.5004682643926, 2316.953729487603, 2249.1582342004263, 2355.8205331206714, 2340.1446512822668, 2132.197999177335, 1169.2923221465428, 598.9784630753354, 447.2884855010483, 1575.191215322314, 1535.7823399245283, 3277.220313502623, 708.3622175026233, 1819.8694525884862, 2841.6781303664457, 3202.147821509595, 2445.8928750198675, 636.6495380165289, 894.0070393846154, 2468.2828671788084, 744.8499427889126, 0.0]",60
N08344_G-EZRY,1554908905000_N08344_G-EZRY,"[734.5255709669422, 754.6698312412371, 8168.076495844018, 6525.5270126446285, 6226.543446760266, 5410.017576348522, 4733.844676715464, 4211.44245916701, 4038.3754876804123, 3887.250421231405, 3641.9248024927833, 3377.7130307933885, 3076.0721704566117, 2238.1403436983474, 2426.9430292742272, 2304.8448242804125, 2369.9192750433886, 2483.507059105154, 2481.6481365948634, 2360.651646446281, 2363.0071710577317, 2334.5160737484534, 2511.1227313677687, 2414.2899623076923, 2452.387340694445, 2430.7125854344854, 2456.5663700660984, 2357.7794241570246, 2335.231632530992, 2489.7674000371135, 2424.682302986244, 2403.6438476694216, 2412.138410830928, 2327.8372143801653, 2480.8051942128104, 2402.9992061322314, 2366.6022294680415, 2250.733140404124, 2391.150875404858, 2384.6496164434966, 2381.6631647206823, 2355.0020160895524, 1808.1529898202477, 2022.7343165360826, 227.65284383057852, 341.292506371134, 2269.4072199381444, 2203.206860827292, 1398.9622003518125, 2444.1089041666664, 2314.8338116226014, 2404.5053479670105, 2962.144930155035, 2304.224155443299, 1296.7576386219007, 632.8541959173554, 941.7201737478633, 1291.3583540247935, 719.5259287396694, 0.0]",60
N08344_G-EZRY,1555395710000_N08344_G-EZRY,"[705.863539445629, 750.0, 752.0330578512396, 752.1260330578513, 746.0000000000001, 736.8719008264463, 738.2907216494846, 738.5805785123966, 2355.3092783505153, 5888.0, 4376.690721649485, 6275.580578512397, 5554.892561983472, 4945.072164948454, 4446.960743801653, 4081.0350515463915, 3579.284415830335, 2455.322314049587, 2330.158762886598, 2206.9092783505157, 2273.431908831909, 2209.418556701031, 2233.4504132231405, 2448.0, 2392.775257731959, 2479.0448388603454, 2469.9298969072165, 2479.4504132231405, 2577.7685950413224, 2493.159090909091, 2442.5856236786467, 2368.0, 2481.29132231405, 1967.0247933884298, 2446.8371134020617, 2515.190082644628, 2387.0, 2672.655842616734, 2293.519587628866, 2360.7747933884298, 2334.85722599418, 3344.223140495868, 2438.167355371901, 2680.0247933884298, 2629.4536082474224, 2662.528925619835, 1427.4376050099281, 551.4179104477612, 1865.5031982942432, 666.5662393162393, 784.7995735607676, 686.1875, 760.0, 1634.940170940171, 1401.3326226012794, 971.2453091052736, 929.7768595041322, 914.3134020618556, 742.0, 0.0]",60
N08358_G-EZRZ,1551897075000_N08358_G-EZRZ,"[653.4614780041237, 760.0, 752.6456240555556, 753.8287949278351, 636.2825705123967, 733.4880318038379, 1261.3084769421487, 6678.4653734, 6954.248009504132, 6585.783989136083, 6274.548555987629, 6008.276975365702, 5539.64031376033, 5196.370046505155, 4879.572941604123, 4592.368230979339, 4335.005367818557, 4136.9334940845365, 4023.4763920682303, 3822.234837026859, 1911.9899979173554, 2466.7529204520256, 2582.9787901157024, 2514.2835987100216, 2434.2272422479336, 2655.17291610124, 2597.6274852324095, 2532.3321734061856, 2507.329577484536, 2487.0, 2477.4588860413223, 2529.459858053608, 2592.0197359488275, 1864.5637726756197, 1453.616449181818, 1593.0, 1806.4948862727274, 1731.0, 781.2889565360825, 803.3018292417355, 606.1224063283581, 1545.1674357541322, 1599.207631129897, 1949.9621635256412, 1680.725490185567, 1875.7153143842975, 1645.4313437307692, 1857.165637911157, 1364.7190905785124, 2787.9993830810236, 772.062534698347, 627.447120518595, 632.2751389850746, 2452.6802882680413, 2336.355761187629, 2456.3882292293392, 944.0, 737.1084448491736, 707.3101637396695, 722.0871434318182]",60
N08381_G-EZGX,1553851890000_N08381_G-EZGX,"[781.6008638123711, 1285.6263094804124, 1267.7200693491736, 1109.6592226115702, 797.472248445629, 797.81958574433, 782.1175733525773, 779.0335144628099, 1063.998455857438, 7324.627738074227, 6994.424367878464, 7447.213772099173, 6893.149243119658, 6432.0, 6346.3776312458685, 5900.425490294243, 5478.642920890721, 5166.57865108742, 4882.865410214876, 4602.095490413223, 4426.124059369073, 4243.007792818182, 4024.154551033058, 3772.6494273418803, 2394.7197835495867, 2415.16194481405, 2450.602311066098, 2468.060153154639, 2397.080915657732, 2383.228073136364, 2387.51547637732, 2357.250271983505, 2323.1325975479745, 2329.8886781942147, 2336.4822241818183, 1728.6812241876332, 1117.3346208329897, 429.56716797938145, 922.1774263450413, 583.0583328595042, 1238.0, 1119.775666358209, 1052.5658936880166, 809.788219966942, 797.1786880854702, 770.0118822809917, 917.3709546611569, 736.1058020469083, 1416.82910731134, 704.7797632907217, 644.0, 1982.6445014432989, 1453.5799248969072, 1929.9244428742004, 2214.633818299587, 1056.8439638347106, 2487.3141722500004, 1656.9341858471075, 789.7866055681818, 746.4832703835051]",60
N08381_G-EZGX,1557727625000_N08381_G-EZGX,"[793.6895994029851, 839.2486264809082, 800.8307928426397, 793.2767938842975, 710.6041532783505, 785.0, 790.1468678099172, 790.0, 754.481301177686, 8052.203643846154, 7968.945224465811, 7681.063540485652, 7348.923469898477, 6954.237435273478, 6722.531160206186, 6472.192582727273, 6407.304769205299, 6102.049440298507, 5825.473908353659, 5582.558510975609, 5347.68961268595, 5048.256710661157, 4504.967892094017, 2845.370021236674, 2918.1821315939087, 1716.4297696594426, 559.2332685360825, 634.2864068230277, 699.2089802207506, 728.4401499360341, 786.7035966971544, 822.6310069512195, 802.965636053719, 763.4600135123967, 727.9786258333334, 574.320595628866, 693.5233312703252, 681.7699567164179, 653.0067812371134, 645.0476513907286, 668.667474508547, 1589.8981341795666, 1643.6041642131981, 977.0, 1841.2835552272727, 1061.735101589404, 1913.1268015495868, 2171.243211958763, 2429.6719480392157, 985.3411144214875, 794.7136661649486, 784.7871837527593, 565.6262264392325, 1122.16389342132, 1005.3567394416243, 761.4647924946695, 1688.0480421900827, 749.1587799116998, 1368.6160302272726, 768.8301516615066]",60
N08381_G-EZGX,1558103795000_N08381_G-EZGX,"[709.0, 780.2042280413223, 788.3433121157025, 695.5700562455404, 6851.286261157025, 6996.042956648187, 6219.2376817956665, 5670.8635348948455, 5055.71834861674, 4580.990762412372, 4235.374150441237, 3906.5467346887417, 3566.004468214876, 1827.4239333264463, 3115.8503319832107, 2315.6648498471077, 2401.9162669525776, 2458.0, 2216.3339582809917, 2341.9957365031983, 2312.0851277145857, 2450.3767672231406, 2308.2932422251656, 2285.7019378657023, 2306.2669271074383, 2318.8312642024794, 2309.6851596033057, 2339.910042053719, 2980.400798763797, 2227.17497228145, 2251.306525661157, 2317.1273412172086, 2317.9855744, 2329.499403297521, 2376.96829122807, 2357.5575358639176, 2331.17968153719, 2318.2781821112276, 2328.1199391157024, 2358.1864419402987, 2324.280072881427, 2341.8405124434967, 2289.0834559381897, 1126.4001662352941, 501.0, 1255.250339969095, 875.2154264247422, 918.6489202231405, 2210.0564128614074, 1745.6586333195876, 1155.4068347272728, 747.9781218637771, 744.7783507603306, 779.2966256198347, 912.2187903846154, 977.7162470447761, 2347.9193533360826, 765.3593684659795, 751.081934358763, 0.0]",60
N08381_G-EZGX,1559813140000_N08381_G-EZGX,"[695.5963303140496, 750.4652600618557, 802.7488050000001, 801.1186907272727, 758.5212833814434, 801.8147352948454, 800.0078541983471, 1040.7724108371135, 7196.050043909278, 6675.429415268595, 6802.61330477686, 6726.040077810309, 6430.020922561984, 6345.458464896694, 5853.036702061856, 5484.321646251547, 5143.149724033057, 4799.457645237114, 4540.598144775258, 4196.921189793388, 2585.098561305785, 2235.279164898969, 2476.543458090909, 2340.711899247934, 2361.401701322314, 2329.8672753237115, 2272.525043942149, 2327.8672247396694, 2307.8886974350517, 2297.4369443162395, 2301.0, 2314.5195615175257, 2301.1472806837605, 2316.1066868099174, 2269.6941509917356, 1227.1844911599146, 4380.256060305154, 2033.1112248636364, 1736.2694037782517, 342.47342396694216, 593.7264397441364, 657.76276153719, 843.8718011487604, 808.1731519871796, 733.3665612371134, 699.3528054710745, 634.0871698181818, 894.3186595298969, 886.0000000000001, 908.8849729958678, 1414.6297462103093, 2086.4276637272724, 2240.2260900495867, 775.0, 795.9682155051546, 758.985230409091, 755.6909555041323, 0.0, 0.0, 0.0]",60
